author_name,sentiment,compound_score,positive_score,negative_score,neutral_score,likes,reply_count,comment_text
@miasawanna,Positive,0.1655,0.114,0.096,0.791,1,0,"She is referring to the debate of Christians who some believe if you divorce and your ex spouse is still living and you remarry, then it’s considered adultery. Other Christians believe that the only exception clause for remarriage is death, adultery and abandonment from the unbelieving spouse. I’ve recently learned about this and scripture supports both. Marriage is created for a lifelong commitment. But not all marriages are ordained by God. She was just nervous and didn’t get to explain it well."
@luyandadunjwa,Neutral,0.0,0.0,0.0,1.0,1,0,19:36 this man did not just say all of that 😮.
@bylovecarter,Positive,0.4914,0.515,0.0,0.485,0,0,Arlette looks absolutely stunning!
@2LitProduction,Negative,-0.4019,0.0,0.31,0.69,1,0,Pink dress lady might have a mental illness
@nicolershae,Negative,-0.3802,0.0,0.245,0.755,0,0,Arletta done lost weight and is looking mighty snatched!❤
@NasonGrant-t4f,Negative,-0.3182,0.0,0.161,0.839,0,0,lady in the black why do you have a bubble in ur hair smh
@danafustos1914,Positive,0.7756,0.451,0.0,0.549,2,0,ARLETTE BE LOOKING MORE GORGEOUS EVERY DAY 😫❤️👄❤️
@chillspot8980,Negative,-0.3919,0.0,0.306,0.694,0,0,How does one not like to eat???😅
@SheUhhThot,Positive,0.4215,0.359,0.0,0.641,0,0,Green dress gone stay single lol
@colormeprtty,Positive,0.5859,0.407,0.0,0.593,1,0,He sure act like his “father’s only son” 🤣😒🙄
@toibonnet,Positive,0.63,0.364,0.0,0.636,0,0,We don’t need any more podcasts lol. Fine looking men though
@veronicajones948,Neutral,0.0,0.0,0.0,1.0,2,0,Why these men always looking at each other then popping at the same time is werid 😮. Nobody can think for themselves?
@ClearThirty,Neutral,0.0,0.0,0.0,1.0,1,0,"Girl in the green had surgery. Your body cannot naturally have big butt, breast, arms, and zero fat on her stomach."
@revilocreations,Positive,0.3612,0.152,0.0,0.848,0,0,“You have to like Keith Sweat & wanna go to Keith Sweat Concerts” Girl whet? 😂😂😂
@Graysonenzoaustin,Negative,-0.5859,0.0,0.127,0.873,0,0,"I dont believe the 2nd woman at all. She literally said sont blame your ex, then proceeds to blame her ex🤦🏿..... plus, she is from Houston. That's all you need to know. (Houston, & Atlanta is a no)😂😂😮"
@landowilliams7903,Negative,-0.2076,0.0,0.101,0.899,0,0,"With all them surgeries, especially to the stomach, i entirey get why miss, ""discretely tryna tell everybody i'm a boss lady,"" in the green dress, doesn't want anymore kids."
@avirgingardenista2892,Neutral,0.0,0.0,0.0,1.0,2,0,"After the lady in pink, that mic 🎤 needs to be saged!!😂😂"
@Kevin-g8u3n,Negative,-0.5423,0.0,0.467,0.533,0,0,Green dress got a wideeee ass
@Lisa-f7u8f,Negative,-0.6663,0.0,0.271,0.729,0,0,Lady in green voice is extremely irritating! Couldn't live with her a half a second!!!
@NickC-q9u,Neutral,0.0,0.0,0.0,1.0,0,0,Last chick 🔥🔥
@PoshwithPurpose,Neutral,0.0,0.0,0.0,1.0,0,0,1:39:29 She make me look forward to hitting my 40’s she’s so tea!!
@Nik-1992,Positive,0.7417,0.569,0.0,0.431,0,0,Arlette looks so beautiful! ❤‍🔥❤‍🔥
@Thenegrowhoisfree,Neutral,0.0,0.0,0.0,1.0,0,0,1:16:27 my sister just needed a place to vent 😢.
@Hawthorneheights888,Positive,0.4404,0.209,0.0,0.791,0,0,Last lady was so fly and she got herself a good match 😊❤
@chaniebooo,Negative,-0.5367,0.153,0.319,0.527,0,0,31:55 so she was wrong on him being handsome?  Bro just called himself ugly 😂
@BigHeavyGyalDem,Positive,0.4199,0.083,0.0,0.917,7,0,"That man has some NERVE standing up there in that flammable pleather 2-piece set, looking and sounding like Patrick Star talking about someone's eyebrows and waist trainer. If he don't go somewhere! 🙄"
@410harrisb,Neutral,0.0,0.0,0.0,1.0,0,0,"The lady in the pink is a nut job 😂.. she needs to stay off dating apps, sites and social platforms 🥴"
@deykno87,Neutral,0.0,0.0,0.0,1.0,0,0,Arlette def on that ozempic
@blutru1328,Positive,0.6688,0.407,0.0,0.593,1,0,The lady in pink needs THERAPY !    God Bless her always !
@sclasspromo,Positive,0.2263,0.147,0.091,0.762,0,0,It’s sad that our 40 year old women pick men like they’re in their 20s. I feel like black women are the pickiest middle aged group out of all races
@NickC-q9u,Positive,0.3182,0.293,0.205,0.502,0,0,Brandon one strange dude he don’t like rejection he gets a Attitude quickly the Exercise comment was a Joke I hope
@avirgingardenista2892,Positive,0.793,0.119,0.0,0.881,0,0,"What in the world is up with the lady in the pink dress😮? She seems all over the place! She turnt me off with the comment on men not claiming other people's children as their own. She is a mother with kids who do not have a father physically 🙌 God bless his soul, but she might meet a good guy will want to claim her children as his own. She is not a healed person."
@Phoenixx333,Negative,-0.8,0.05,0.229,0.721,2,0,"Father’s only son guy is really disrespectful, and egotistical with his sexual innuendos towards the ladies. He is someone who violates the boundaries of others immediately upon meeting them huge 🚩🚩🚩. And no one called out his disrespect."
@maddentertainment1495,Negative,-0.6199,0.0,0.099,0.901,0,0,"i hate when they say they popped because they had to pick someone.  if that's the case, y not pop the first people in the lineup??  there's something that made u pop someone's balloon other than ""i just had to pop"""
@Thenegrowhoisfree,Negative,-0.2484,0.0,0.153,0.847,0,0,Pink lady asking really weird questions for sho. She needs to heal.
@MA-wo5yk,Negative,-0.1779,0.0,0.072,0.928,0,0,The first dude with the flower shirt is immature. Telling a woman she needs a husband and not a boyfriend at his big age is weird
@ola29495,Neutral,0.0,0.0,0.0,1.0,1,0,1:25:29 she was flabbergasted he confessed this willingly and so was I 😭😭
@hillaryconsultingservices,Negative,-0.2732,0.0,0.259,0.741,0,0,Pink dress was nervous mean keyboard rhugs
@NickC-q9u,Neutral,0.0,0.0,0.0,1.0,0,0,1st guy give in the show content
@ThisIsHowWeDo-d8o,Positive,0.6705,0.524,0.0,0.476,1,0,Giving friends a portion of the 5MM…. POP 💥
@theresastewart8455,Positive,0.4404,0.209,0.0,0.791,0,0,Why does Arlette always look better than anyone else on the show.
@jordandavis5578,Positive,0.4404,0.209,0.0,0.791,0,0,the lady in blue funny asl i need to see her stand up
@MistyDG3,Positive,0.3612,0.238,0.0,0.762,0,0,"I’d like to meet numero uno 🤣

Council/Counsel…if you will"
@MadamTickTickBoom,Positive,0.4215,0.157,0.0,0.843,0,0,Gary Overton was selling himself to that camera. Aint looked at ol' girl or Arlette lol.
@Franky.o2699,Negative,-0.34,0.0,0.076,0.924,1,0,"“I popped because I noticed you’re just starting your dreads journey. It’s a long process. “ 
~ a fully developed 37 year old female brain who will someday be a mom and mentor to young people."
@etruscancivilization,Positive,0.2617,0.076,0.0,0.924,0,0,"The one guy is proud to be his fathers ""ONLY"" son,  but he probably don't know that his Papa was a ""Rolling Stone"" before he was born..."
@prettyuniquell2011,Neutral,0.0,0.0,0.0,1.0,0,0,This lineup is POOH 😏
@jackoatz,Positive,0.743,0.387,0.0,0.613,0,0,1:03:48  congratulations but I hope you aren’t expecting picnics because apparently that’s a dealbreaker 🤧
@goodbrotherlyzm,Negative,-0.2732,0.0,0.1,0.9,2,0,Imma be real. Yall owe each of these women another round of men. All these dudes on here are weirdos.
@liahtheresa1910,Positive,0.3182,0.095,0.0,0.905,0,0,Lord please expedite my husband cus I don’t think I could survive dating the uncs. I cringed the whole episode from how corny these men are 😕
@mohamedbjalloh502,Neutral,0.0,0.0,0.0,1.0,0,0,Watching from Sierra Leone 🇸🇱 🇺🇸
@Life23Live,Negative,-0.1195,0.168,0.195,0.637,0,0,Ladies remember older isn’t always better . This is so embarrassing 😂 and I’m 29
@KingLamarQuinton,Neutral,0.0,0.0,0.0,1.0,2,0,33:55 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️😭😭😭she is TOO much
@theresastewart8455,Neutral,0.0,0.0,0.0,1.0,10,0,"Where's Atlanta, FL 🤔"
@chilout2496,Positive,0.765,0.524,0.0,0.476,0,0,19:52 this guy came for her wow lol
@BerlieLouis-uq5ws,Neutral,0.0,0.0,0.0,1.0,0,0,The first lady❤
@_queeniee,Negative,-0.2516,0.0,0.069,0.931,0,0,"when first dude said he’d take her on a date to paint a house or lay some tiles down since she was into real estate, oh my… i almost lost it 😂"
@ola29495,Positive,0.5413,0.189,0.0,0.811,0,0,"1:19:28 he just heard extremely handsome and started cheesing, did not listen to anything beyond that"
@CallMeMissMcCoy,Positive,0.3612,0.075,0.0,0.925,2,0,1:25:49 How you working on lust when you just looked at her like you would lay her down right there? Then told the other lady you would put a baby in her tonight🤦🏾‍♀️
@cartear,Neutral,0.0,0.0,0.0,1.0,1,0,Pink dress was just all over the place
@dialo1279,Neutral,0.0,0.0,0.0,1.0,2,0,How is the guy in the leather outfit saying green dress looked older when he looks older than his age.  I’m 46 🤨
@Coconut6-27,Negative,-0.128,0.143,0.18,0.677,0,0,Pink lady crazy af I thought yall were joking in the comments
@SingAngel,Negative,-0.34,0.0,0.324,0.676,0,0,Kicking the balloon @37:08 is crazy
@danielleplummer2291,Positive,0.816,0.651,0.0,0.349,0,0,Happy Holidays Pop the Balloon  family!!!!
@GlambitiousNetwork,Positive,0.164,0.184,0.153,0.663,0,0,Watching my age group on here is so exhausting! 35 & under way more fun to watch 😆
@simbawarrendavid,Positive,0.793,0.39,0.0,0.61,1,0,"20:53 ""25 mins you pooping out""... This really got a good laugh outta me 🤣"
@vittumainenkissa,Positive,0.6369,0.231,0.0,0.769,0,0,"I just love it how adult men have to have the shades on inside for ""fashion"".."
@jennifernangboa,Positive,0.7996,0.589,0.0,0.411,0,0,2nd girl is very smart and beautiful
@happypuppyjohn,Positive,0.4404,0.293,0.0,0.707,1,0,That first girl was too good for them
@adude5005,Neutral,0.0,0.0,0.0,1.0,1,0,Green dress would be gas lighting in a relationship I think....
@lowkeyr7585,Neutral,0.0,0.0,0.0,1.0,2,0,The second girl in the green let’s be fr tryna live abroad and yall ain’t get past the first date yet …brrr
@chillspot8980,Positive,0.4404,0.42,0.0,0.58,0,0,Looks good for 42 lady
@moniqueness531,Negative,-0.4019,0.0,0.351,0.649,0,0,Mr selfishness needs to stay single
@adriennea8309,Positive,0.7901,0.437,0.0,0.563,1,0,You look beautiful Arlette.  Season's Greetings to you and your hubby!
@angeleyes3386,Neutral,0.0,0.0,0.0,1.0,0,0,How can the green dress girl pop black shirt/white short guy when the first guy basically said he wasn’t accountable and even showed in his first 2 answers that he wasn’t accountable. Men “I chose her” is not you holding you accountable.
@EvasonMwema,Positive,0.3182,0.166,0.095,0.738,0,0,"That first guy on the line up, is clearly there for a hook up, and sad he keeps talking about religion when clearly his intentions can be discerned"
@Thenegrowhoisfree,Positive,0.6249,0.672,0.0,0.328,0,0,1:03:54 great match.
@niatopicz494,Neutral,0.0,0.0,0.0,1.0,0,0,Last guy had the Cheeto dust on his khakis 🥴
@SallyThompson-cs5qy,Positive,0.659,0.244,0.096,0.659,0,0,"Oh~~How very blessed are you & Mrs. Donna to have each other during this heartbreaking life event/path.
May God continue to cover y’all & the family of her dear friend.🙏🏽🎄🎅🏾🫶🏽🤶🏽✌🏽"
@bn1180,Neutral,0.0,0.0,0.0,1.0,1,0,This lineup……
@Jdubb74,Positive,0.7269,0.433,0.0,0.567,2,0,Tall & chocolate a plus tall women are special kind of sexy 😊
@sallyharry6098,Positive,0.886,0.536,0.0,0.464,13,0,The Dr. and the P.H.D. Sounds like a great shot at a successful pairing.
@MaureenCatherineSieh,Neutral,0.0,0.0,0.0,1.0,1,0,This line up is so tiring
@chillspot8980,Positive,0.6369,0.583,0.0,0.417,0,0,Love the dress Arlette
@enochantwi9137,Negative,-0.5707,0.0,0.381,0.619,0,0,Revenge of the Unks for real - SHEESH!
@gracelong3975,Neutral,0.0,0.0,0.0,1.0,3,0,Council is off the chain 😮
@SarahM-u7f5v,Positive,0.5499,0.336,0.0,0.664,1,0,You don’t have a waist trainer but a lipo yes.
@iraanderson66,Positive,0.8481,0.19,0.031,0.779,0,0,Stop having all these kids and Jesus Christ is on His way back . And quit judging according to how they are dressed. I will dress like a cowgirl day and Church woman the next . And I like going to the gym playing  gospel songs as I am on the treadmill. Them women look nice and y’all tripping . I am 59 and I want a Y/N like Cher and Madonna
@scorpio_9810,Negative,-0.1531,0.102,0.167,0.732,8,0,"Host: what do you do? 

Contestant: right now I'm an army combat veteran. 

Like seriously dude 😅😅 that's not an occupation"
@augustinebrotherstevis2298,Negative,-0.3182,0.0,0.141,0.859,1,0,The lady that asked the divorce question got me sooooo confused with her explanation.  🤔🤔🤔
@DerionDmajorTV,Neutral,0.0,0.0,0.0,1.0,2,0,Aight man's you gotta cousin that listen 😮
@FIBROS-e4n,Neutral,0.0,0.0,0.0,1.0,0,0,The woman in red is right married a divorce man with a living ex wife is adultery
@leswestla6528,Positive,0.5574,0.338,0.0,0.662,2,0,I don’t like when yall get surgery and then start preaching fitness
@simbawarrendavid,Positive,0.5562,0.156,0.065,0.779,1,0,"I'm starting to understand why most people are single and why arranged marriages work, because this ""initial/physical attraction"" crap is bs! Most people would make good spouses if you really get to know them."
@Tgwen1975,Positive,0.5093,0.451,0.0,0.549,0,0,Ma’am (hostess) you’re looking fab!
@jeannieg4440,Positive,0.6209,0.105,0.033,0.862,1,0,"To the response to the lady as a ""widow"" she was trying to say that is in Romans 7:3 So while her husband is alive, she would be committing adultery if she married another man. But if her husband dies, she is free from that law and does not commit adultery when she remarries. That's why she ask the question if their wives were still living."
@ByrdTalks3,Positive,0.3089,0.139,0.0,0.861,1,0,"2nd Girl , She faasho gotta Waist trainer on faja or something she not fooling nobody 😂"
@samichan6848,Neutral,0.0,0.0,0.0,1.0,0,0,first guy literally JUST told that one girl he’d put a baby in her and then later said he’s working on lust. make it make sense.
@jennifernangboa,Positive,0.3612,0.314,0.19,0.496,0,0,"Arlette lost so much weight😱
She looks amazing"
@TheClassyincouture,Neutral,0.0,0.0,0.0,1.0,0,0,Mr. Pleather bugged out
@helenaehiorobo,Neutral,0.0,0.0,0.0,1.0,0,0,I didn’t get it at at first why you guys noticed the “my father only son “ guy but man went “ MY FATHER ONLY SON AGAIN “
@candacewheeler1651,Neutral,0.0,0.0,0.0,1.0,0,0,Older than 50
@SavannahR-p9c,Negative,-0.4926,0.079,0.089,0.832,0,0,"I hate the fact that there is grown men and women in the comments going on about the assumptions of the Second Lady in the green dress’s body, like it’s hers and she can do what she want. Also how yall have to put her down because you assume it’s surgery,lipo, tummy tucks, and etc. Just like that taught me back in elementary keep your opinions to yourselves if you don’t have nothing nice to say, because at the end of the day is it harming you in anyway, that she looks like she got her body done and she doesn’t??🤔🤨"
